RowNumber,CustomerId,NumOfProducts,HasChckng,IsActiveMember
1626,15630321,2,1,0
951,15630328,2,1,1
8799,15630349,2,1,0
4469,15630363,1,0,0
2890,15630402,1,0,1
9075,15630413,2,1,1
1714,15630419,1,1,0
8798,15630466,1,0,0
8447,15630511,2,1,0
2257,15630551,1,1,1
4486,15630580,2,1,1
7446,15630592,1,1,0
2470,15630617,1,1,1
8935,15630641,1,1,1
3487,15630661,1,1,0
2153,15630698,1,0,1
9243,15630704,2,1,0
4637,15630709,2,0,0
1479,15630725,1,1,0
8855,15630857,2,1,1
163,15630910,1,0,0
1982,15630913,1,0,1
2673,15630920,2,0,0
1038,15631054,2,1,1
8998,15631063,2,1,0
3185,15631070,1,1,1
1583,15631072,2,0,1
2924,15631159,2,1,1
8934,15631162,2,0,1
2717,15631170,2,1,1
1063,15631189,1,1,0
2113,15631201,2,1,0
8101,15631217,1,0,1
8895,15631222,1,1,1
2550,15631240,2,1,1
7513,15631267,2,1,1
3340,15631305,2,1,0
2552,15631310,1,1,1
2252,15631333,1,1,0
3467,15631339,1,1,0
4251,15631359,1,0,0
3854,15631392,2,0,1
8018,15631406,1,1,0
5561,15631436,1,1,0
7251,15631451,2,1,1
6763,15631457,1,0,1
1585,15631460,2,1,1
9475,15631481,2,1,1
9194,15631512,1,1,0
4016,15631603,1,1,1
5978,15631639,1,0,1
957,15631681,2,0,1
7040,15631685,1,0,1
7413,15631693,2,1,1
3568,15631709,2,1,0
5131,15631721,2,0,1
5504,15631739,1,1,1
7726,15631756,2,0,0
3344,15631800,1,0,0
1592,15631813,2,1,1
2534,15631838,2,0,1
2867,15631848,1,1,1
315,15631868,1,1,1
5599,15631871,1,1,1
5090,15631882,1,0,0
2986,15631912,1,1,0
2685,15631927,2,0,0
7403,15632010,2,1,0
4859,15632050,1,1,0
9537,15632051,1,1,0
8401,15632069,2,1,0
3599,15632079,1,1,0
4503,15632118,1,1,0
6460,15632125,1,1,1
9761,15632143,1,0,0
6523,15632185,2,1,0
900,15632210,1,1,0
1752,15632256,1,0,0
8753,15632263,1,1,0
13,15632264,2,1,0
3419,15632272,2,1,0
7514,15632275,1,1,0
9415,15632280,1,1,0
3538,15632324,2,1,1
7886,15632344,2,1,0
6346,15632345,2,1,0
3655,15632365,2,0,0
8692,15632439,2,0,1
9867,15632446,2,0,0
6679,15632472,1,0,1
7256,15632503,1,1,0
4962,15632521,2,1,0
9375,15632538,1,1,1
3526,15632551,2,1,0
1867,15632575,1,1,1
6555,15632576,1,1,0
8229,15632609,1,1,0
5743,15632665,1,0,1
7644,15632669,2,1,1
8650,15632736,2,1,1
7181,15632789,2,1,1
5022,15632793,1,1,1
9065,15632816,1,1,1
5207,15632826,1,1,0
8006,15632848,1,1,0
8550,15632850,2,1,1
3793,15632859,2,0,1
8370,15632882,2,1,1
5103,15632899,2,0,0
8638,15632967,2,1,1
4233,15632977,2,0,0
2025,15633043,1,0,0
100,15633059,2,0,0
649,15633064,2,1,0
2175,15633108,1,1,0
2242,15633112,2,1,0
2491,15633141,1,1,0
6607,15633181,2,0,1
8591,15633194,4,1,1
6727,15633213,1,0,0
8679,15633227,1,0,0
1654,15633233,1,1,0
1772,15633260,1,0,1
5439,15633274,1,1,0
469,15633283,2,1,0
3400,15633352,1,1,0
4126,15633378,2,1,0
1167,15633419,2,1,0
928,15633461,1,1,1
8902,15633474,1,1,1
4619,15633516,1,0,1
8520,15633525,2,0,1
2926,15633531,1,1,1
367,15633537,2,1,0
3954,15633546,1,1,0
1854,15633574,1,1,0
3697,15633586,1,0,0
7682,15633608,2,1,1
2017,15633612,1,1,1
1852,15633640,1,1,1
636,15633648,2,1,0
1079,15633650,2,1,1
3996,15633666,1,1,0
5730,15633729,1,1,1
5547,15633818,2,1,0
4301,15633834,2,0,0
6547,15633840,2,1,1
3307,15633854,2,1,0
5204,15633866,1,1,1
5164,15633870,2,1,1
2399,15633877,1,1,1
1003,15633897,2,1,1
578,15633922,2,0,1
2236,15633930,2,1,0
7288,15633944,1,1,1
359,15633950,1,1,1
933,15634141,2,1,0
4074,15634143,1,0,0
9502,15634146,1,1,1
5788,15634180,2,1,0
4030,15634218,2,1,0
752,15634245,1,1,0
2035,15634262,2,1,1
1238,15634267,2,1,0
1561,15634281,1,0,0
5971,15634295,1,0,0
3971,15634310,2,1,0
3581,15634359,1,1,0
8731,15634373,2,0,1
1519,15634375,2,0,0
4903,15634491,2,1,1
7742,15634501,1,0,1
9541,15634551,4,1,0
7920,15634564,1,1,1
9291,15634591,1,1,1
1,15634602,1,1,1
8521,15634606,2,1,1
6849,15634628,2,0,0
458,15634632,2,1,0
2582,15634719,2,1,0
2548,15634772,1,0,1
8219,15634792,2,0,1
4447,15634815,2,1,1
558,15634844,1,1,0
1492,15634891,1,1,0
1280,15634896,2,0,1
4901,15634936,1,1,1
2109,15634949,2,1,1
1631,15634950,1,1,1
3627,15634968,1,1,1
2500,15634974,4,0,1
4536,15635034,1,1,1
2304,15635078,1,0,1
4092,15635097,2,0,1
8106,15635116,1,1,0
8208,15635125,2,1,1
4185,15635141,2,0,0
7832,15635143,2,0,1
4507,15635177,1,1,1
6486,15635197,1,1,1
2568,15635240,2,0,0
7230,15635244,2,1,1
6064,15635256,1,1,1
6650,15635277,1,1,0
3577,15635285,2,1,1
9233,15635364,3,1,1
473,15635367,1,1,0
9237,15635388,1,1,0
3742,15635396,1,1,0
1352,15635435,1,0,0
2043,15635459,2,1,0
8218,15635500,1,0,1
8718,15635502,1,1,0
8752,15635531,2,1,0
1980,15635597,2,1,1
7416,15635598,2,0,0
2666,15635660,1,1,0
8846,15635703,1,1,1
1974,15635728,2,0,0
9436,15635752,2,1,1
9685,15635775,1,1,0
2362,15635776,2,1,1
5600,15635870,1,0,1
3292,15635893,2,1,1
197,15635905,2,1,1
2029,15635939,2,1,0
9076,15635942,2,1,0
5577,15635964,1,1,0
2334,15635972,2,1,0
6228,15636016,1,1,1
3115,15636023,1,1,1
3543,15636024,1,1,1
9672,15636061,2,1,1
8287,15636069,1,1,0
2455,15636089,1,0,0
8971,15636105,2,1,1
1765,15636238,2,1,1
5511,15636330,2,1,0
8529,15636353,2,0,0
8952,15636388,1,1,0
6007,15636395,2,1,0
4164,15636396,2,0,1
6553,15636407,1,1,0
6121,15636423,1,1,1
2990,15636428,1,1,0
623,15636444,2,1,1
7605,15636454,1,1,0
7120,15636478,1,1,1
5720,15636520,1,0,0
7174,15636521,1,1,1
5566,15636541,1,0,1
6903,15636548,2,0,0
8209,15636551,2,1,0
7453,15636562,2,0,0
1866,15636572,2,1,1
1293,15636589,2,1,1
6941,15636590,2,1,1
6879,15636592,2,0,1
8237,15636595,2,0,1
339,15636624,1,1,0
7447,15636626,1,1,1
5988,15636634,1,1,0
3442,15636658,2,1,1
306,15636673,1,1,1
257,15636684,2,1,1
5303,15636700,1,0,1
926,15636731,2,1,1
8270,15636736,2,0,1
1576,15636756,2,1,0
7084,15636767,1,1,1
7968,15636812,1,0,0
6083,15636820,1,1,0
6774,15636860,1,1,0
4895,15636872,2,0,0
9702,15636912,1,1,0
1191,15636935,2,1,1
9154,15636977,3,1,0
2804,15636982,1,1,1
2690,15636999,1,0,1
4364,15637110,1,1,0
6407,15637118,1,1,0
1814,15637131,2,1,0
6927,15637138,2,1,0
3542,15637169,1,1,1
3380,15637178,2,1,1
6157,15637235,2,0,0
2387,15637240,2,1,0
7698,15637315,2,1,0
9421,15637324,2,0,1
8913,15637354,2,1,1
8248,15637366,2,1,1
6464,15637411,2,0,1
741,15637414,1,0,1
8160,15637427,2,1,1
4832,15637428,2,1,0
9742,15637461,2,1,0
599,15637476,1,0,0
6902,15637522,1,0,1
3202,15637593,2,1,0
8663,15637599,1,1,0
2178,15637644,2,0,1
6749,15637646,1,0,0
2378,15637650,2,0,1
4461,15637678,1,1,0
8369,15637690,1,1,0
8217,15637717,2,1,1
229,15637753,1,1,0
6598,15637774,1,0,0
8889,15637788,1,1,0
8590,15637829,2,0,1
7729,15637857,1,0,1
763,15637876,1,0,0
7298,15637891,1,0,1
8583,15637947,1,0,1
486,15637954,1,1,1
7819,15637977,1,0,0
757,15637979,2,1,0
3622,15637993,1,1,1
3145,15638003,1,0,1
4562,15638028,2,0,1
9469,15638047,2,1,0
8552,15638068,2,1,0
1510,15638149,1,1,0
8767,15638159,1,0,0
6213,15638231,2,1,1
9609,15638247,2,1,0
5409,15638257,2,1,1
6374,15638269,2,0,1
7474,15638272,1,1,1
8556,15638329,1,1,1
1922,15638355,1,0,0
69,15638424,2,0,1
1967,15638463,1,1,1
9731,15638487,1,0,1
9951,15638494,1,1,1
5398,15638513,2,0,0
5660,15638607,1,1,0
7009,15638610,1,1,0
9676,15638621,1,1,0
3183,15638646,1,1,1
7778,15638730,2,0,1
7608,15638751,2,1,0
8593,15638774,2,1,0
9697,15638788,1,1,1
5435,15638803,2,1,0
1308,15638806,2,0,0
7376,15638871,2,1,1
9333,15638882,1,1,0
3032,15638963,1,1,1
7176,15638983,1,0,0
3314,15638988,2,1,1
7213,15638989,1,0,0
8866,15639004,2,1,1
4445,15639049,1,0,1
2238,15639077,3,1,0
8118,15639117,1,1,0
9239,15639133,2,1,0
5346,15639217,2,0,0
7898,15639252,2,1,1
8676,15639265,1,1,0
2944,15639277,1,0,0
5492,15639278,2,1,1
5396,15639303,1,0,1
773,15639314,2,0,1
2146,15639322,2,1,0
3616,15639357,3,0,0
5322,15639368,1,0,0
2330,15639415,1,1,0
5914,15639530,1,1,1
9622,15639549,1,0,0
6726,15639552,1,0,0
3228,15639576,1,1,0
4638,15639590,1,1,0
5549,15639662,2,1,0
9392,15639665,2,1,1
3853,15639669,1,1,1
830,15639788,2,1,0
1189,15639882,2,1,0
2696,15639946,3,1,0
4037,15640034,1,1,0
746,15640059,2,1,1
6999,15640074,1,0,0
644,15640078,1,1,0
9195,15640106,1,0,0
8110,15640133,2,1,0
2287,15640161,2,0,0
3918,15640258,2,1,1
1480,15640260,2,1,1
6786,15640266,1,1,1
1343,15640268,1,1,1
805,15640280,2,0,1
5779,15640377,2,1,0
9580,15640407,2,1,1
3716,15640409,1,0,1
6918,15640418,1,1,0
4775,15640421,1,1,1
772,15640442,1,0,0
1172,15640454,1,0,0
4897,15640464,1,1,1
4864,15640491,2,1,0
9801,15640507,3,1,1
7426,15640521,1,1,0
9460,15640580,1,1,0
1462,15640627,2,1,0
94,15640635,2,1,1
5921,15640648,2,0,1
5985,15640667,2,1,0
6377,15640686,1,1,0
4026,15640769,1,1,1
7929,15640789,1,1,0
669,15640825,1,1,1
2615,15640846,4,1,0
6496,15640852,3,1,0
9049,15640855,2,1,0
1606,15640865,2,1,1
3342,15640866,1,0,1
140,15640905,2,0,1
3959,15640917,2,1,1
4204,15640922,1,1,1
1531,15640953,2,1,1
5894,15641004,1,0,1
7655,15641007,1,1,1
969,15641009,1,0,0
1879,15641043,2,1,1
9646,15641091,1,0,0
8387,15641110,1,1,0
2201,15641114,1,1,1
162,15641122,2,1,0
2464,15641136,2,0,1
8393,15641158,1,1,0
5055,15641170,1,0,0
9439,15641175,3,0,0
1864,15641183,1,1,0
2346,15641250,1,1,0
6687,15641285,1,0,1
5201,15641298,2,1,0
4455,15641312,1,1,1
8956,15641319,1,0,0
3548,15641359,2,0,0
8171,15641366,1,0,1
9376,15641389,2,1,0
4673,15641411,1,1,1
8353,15641413,2,1,0
2782,15641416,2,1,1
4599,15641474,1,1,0
2734,15641480,1,1,0
5328,15641490,2,1,0
5434,15641575,1,1,0
68,15641582,2,1,1
7758,15641585,1,0,1
6311,15641595,2,1,0
5135,15641604,1,1,0
2458,15641629,2,0,1
2876,15641640,1,1,0
815,15641655,2,0,0
3461,15641662,2,0,0
744,15641675,3,0,0
9573,15641688,1,0,1
1279,15641690,2,0,1
7379,15641715,2,1,1
83,15641732,2,0,0
7365,15641733,1,1,0
9362,15641773,2,1,1
6468,15641782,1,0,1
5445,15641794,2,0,1
4728,15641822,2,0,1
2160,15641835,1,0,1
2212,15641850,1,1,0
7761,15641860,2,1,0
5501,15641877,1,1,1
5909,15641934,1,1,0
2677,15641994,1,1,0
7508,15642001,1,1,0
1783,15642002,2,0,0
134,15642004,2,0,1
4791,15642022,1,0,0
901,15642041,2,1,0
7532,15642063,1,0,0
3815,15642093,2,1,0
7559,15642098,2,1,0
7923,15642099,2,1,0
3686,15642137,2,0,0
4338,15642160,2,1,0
6381,15642162,1,1,0
2785,15642202,2,0,1
5778,15642248,1,1,1
405,15642291,2,1,1
7276,15642336,2,0,0
2345,15642345,1,1,0
7099,15642391,1,0,0
675,15642394,2,1,1
7570,15642448,1,1,1
2384,15642468,2,0,0
5497,15642515,2,0,1
8735,15642530,1,1,0
2044,15642544,2,0,1
4186,15642570,2,1,0
4290,15642579,1,1,1
5483,15642619,2,1,0
8426,15642636,1,1,1
3545,15642655,1,1,0
5091,15642709,2,0,0
4215,15642710,2,1,0
3017,15642725,1,0,1
6184,15642726,1,0,0
9965,15642785,2,0,0
2283,15642787,1,0,0
6873,15642816,2,1,1
5495,15642821,1,0,0
4472,15642824,2,0,1
1701,15642833,2,1,0
7818,15642870,1,0,1
2957,15642885,2,1,0
6415,15642912,1,0,0
7060,15642934,2,1,0
980,15642937,2,1,0
4519,15642991,2,1,0
6811,15642996,2,1,0
4846,15642997,1,1,1
283,15643024,1,1,1
3763,15643042,2,0,0
8479,15643048,2,0,1
7142,15643056,1,0,1
6493,15643121,2,0,0
5874,15643158,1,1,0
5822,15643188,2,1,0
8608,15643215,2,0,0
8535,15643229,2,1,1
3370,15643294,1,1,1
9307,15643330,2,0,1
6125,15643359,1,0,1
3772,15643361,2,1,1
8181,15643378,1,1,1
6058,15643392,1,1,1
5774,15643426,1,0,0
1731,15643438,2,1,0
5714,15643439,2,0,1
9128,15643487,1,0,0
2820,15643496,2,1,0
9570,15643523,2,1,0
7584,15643574,2,1,0
9922,15643575,1,0,0
1878,15643630,2,1,0
7991,15643635,1,0,0
2656,15643658,2,1,0
5722,15643671,2,1,0
3485,15643679,2,1,1
792,15643696,2,1,1
2605,15643752,1,1,0
9208,15643770,1,1,0
9419,15643794,1,1,1
5454,15643819,2,0,0
1730,15643824,2,0,1
6732,15643826,2,1,1
9533,15643828,2,1,1
4108,15643865,1,0,1
9764,15643903,1,1,0
7849,15643908,1,1,1
6511,15643916,1,1,1
16,15643966,2,0,1
3373,15643967,1,0,1
2364,15644005,2,0,1
9737,15644103,1,0,1
2895,15644119,1,1,1
5966,15644132,1,1,1
3788,15644174,1,1,1
8187,15644179,2,1,0
1047,15644200,1,1,0
5999,15644212,2,1,0
9686,15644280,1,0,0
8015,15644295,1,1,1
3073,15644296,1,1,0
7956,15644297,1,1,1
4419,15644356,1,1,0
4739,15644361,1,0,0
7193,15644400,1,1,0
7010,15644446,1,0,1
7094,15644453,1,1,0
6169,15644501,1,1,1
8698,15644551,2,1,0
448,15644572,1,1,1
2314,15644621,2,1,0
3482,15644686,2,1,1
4947,15644692,1,1,1
7952,15644699,2,1,0
2738,15644724,2,0,1
575,15644753,1,1,1
2053,15644765,1,0,1
5401,15644788,2,1,0
5128,15644796,2,0,1
1315,15644833,1,1,0
8751,15644849,1,1,1
6976,15644856,1,1,0
7430,15644878,1,0,0
5651,15644882,1,1,0
2360,15644896,1,1,1
6968,15644934,1,1,0
2649,15644962,1,1,1
9228,15644977,2,1,0
9769,15644994,2,0,1
6606,15645029,2,1,0
3523,15645045,2,1,1
8721,15645059,2,0,0
3864,15645095,1,1,0
1049,15645103,1,1,0
5897,15645136,1,1,0
5237,15645184,2,1,0
6198,15645200,1,1,0
177,15645248,2,1,1
1138,15645269,2,1,0
4348,15645271,2,0,0
1126,15645316,1,1,1
9056,15645323,1,1,1
9168,15645353,1,1,0
5559,15645355,1,1,1
9315,15645371,1,1,1
7966,15645404,2,1,0
2564,15645463,2,1,1
4008,15645496,1,1,0
1341,15645511,1,1,1
1089,15645517,2,1,1
1767,15645543,2,1,1
1759,15645544,1,1,0
602,15645569,2,1,1
7462,15645571,2,0,1
1330,15645572,1,1,0
8832,15645593,1,1,0
9501,15645600,1,1,1
997,15645621,2,0,1
9179,15645637,1,1,1
4699,15645717,2,1,1
5931,15645744,2,0,1
5304,15645766,2,1,1
666,15645772,2,1,1
1344,15645778,1,1,0
8005,15645815,2,1,1
7498,15645820,2,1,0
3748,15645835,2,1,1
6765,15645839,1,1,1
5571,15645847,3,1,0
9901,15645896,2,0,1
6593,15645904,2,0,1
4873,15645937,1,1,0
2574,15645942,2,1,1
1942,15645956,1,1,0
1615,15646037,3,1,1
7338,15646082,1,1,0
3274,15646091,2,1,0
620,15646161,2,1,1
9651,15646168,2,1,0
7478,15646190,1,0,0
2839,15646196,2,0,0
3134,15646227,1,1,0
8770,15646262,1,1,0
1394,15646276,1,1,0
1446,15646302,1,1,0
9888,15646310,1,1,1
5791,15646351,2,1,0
9712,15646366,1,0,1
400,15646372,1,1,0
7860,15646374,2,1,1
4686,15646490,1,0,1
1086,15646513,1,1,0
7422,15646521,1,1,1
7529,15646535,1,1,0
2403,15646539,1,1,0
849,15646558,1,1,1
7485,15646563,1,0,1
2563,15646566,1,0,1
7147,15646594,1,1,1
2855,15646609,1,0,0
1437,15646615,2,0,1
6353,15646632,2,1,0
8375,15646720,3,1,0
3541,15646726,1,0,0
5111,15646756,1,1,1
2351,15646764,2,1,0
4946,15646784,2,1,1
869,15646810,2,1,0
2801,15646817,2,1,0
2896,15646859,1,1,1
3245,15646936,2,1,1
8605,15646942,2,0,0
8841,15646969,2,1,1
4115,15647008,1,1,0
58,15647091,1,0,0
759,15647099,1,1,0
4860,15647111,1,1,1
7419,15647191,2,1,0
9641,15647203,1,1,0
6721,15647207,2,1,0
7767,15647259,2,0,0
2301,15647266,1,1,0
8563,15647292,1,0,0
7558,15647295,2,1,0
1128,15647301,2,1,1
7706,15647306,1,1,1
2,15647311,1,0,1
8163,15647333,1,1,0
3338,15647385,1,0,0
1258,15647402,2,1,1
4021,15647453,1,0,0
1577,15647474,2,1,1
8543,15647546,2,0,1
8602,15647570,1,0,0
8697,15647572,1,1,1
3550,15647725,3,1,0
1928,15647782,2,1,0
9932,15647800,1,1,0
7894,15647807,1,1,0
7827,15647838,1,1,0
1599,15647842,1,1,0
8801,15647890,1,1,1
7436,15647898,3,1,0
5351,15647965,2,1,1
6439,15647974,2,1,0
2340,15647975,1,0,0
2319,15648005,2,1,1
8539,15648030,2,1,0
9873,15648032,2,0,1
9299,15648047,2,0,0
338,15648064,2,1,0
5895,15648067,2,1,0
7046,15648069,2,1,1
1071,15648075,1,1,0
6313,15648136,1,1,0
9047,15648178,1,0,1
4124,15648225,1,0,1
9807,15648272,1,1,1
3346,15648320,1,1,0
3936,15648362,2,1,0
8415,15648367,2,1,1
3551,15648455,1,1,0
4032,15648461,2,1,1
4481,15648479,2,1,0
2854,15648489,1,1,1
2240,15648577,1,1,1
9249,15648638,2,1,0
7258,15648681,4,0,1
2718,15648702,2,1,1
1608,15648721,2,1,1
6991,15648725,2,1,1
2499,15648735,2,1,1
5480,15648766,1,0,0
2150,15648794,1,1,0
1114,15648800,1,1,0
9077,15648858,1,0,1
7330,15648876,1,1,0
3368,15648881,1,0,1
4522,15648898,1,1,1
5399,15648933,1,1,1
5620,15648951,2,1,1
4436,15648967,1,1,0
6646,15648989,1,1,0
5956,15649024,1,1,1
7809,15649033,2,1,0
8609,15649060,2,1,0
5500,15649078,2,1,1
6897,15649086,2,1,1
7580,15649101,1,0,0
6147,15649112,2,0,1
1613,15649121,1,1,0
2835,15649124,1,0,0
4747,15649129,2,1,0
2954,15649136,2,1,1
4840,15649150,1,1,0
7087,15649160,1,1,1
7367,15649183,3,0,1
9592,15649211,1,1,0
8950,15649239,2,1,0
1419,15649280,1,1,0
4613,15649292,1,0,0
8386,15649297,2,0,1
5002,15649354,2,1,1
8498,15649359,2,0,1
7164,15649379,2,1,1
5521,15649414,1,1,1
1896,15649418,2,1,1
709,15649423,2,0,1
7542,15649430,2,1,1
7914,15649450,2,1,0
5708,15649451,2,0,1
8588,15649457,2,0,1
2919,15649487,2,1,0
9817,15649508,2,1,0
1566,15649523,2,1,0
5117,15649536,1,1,0
5667,15649616,1,1,1
9261,15649618,2,0,1
3187,15649668,2,1,1
2174,15649738,2,1,1
1090,15649744,2,1,1
4952,15649793,2,0,0
5800,15649853,1,1,1
8965,15649858,1,1,1
812,15649992,2,0,1
9169,15650018,1,0,0
6263,15650026,2,0,1
2775,15650034,1,1,1
299,15650068,1,1,1
4736,15650086,2,1,0
1205,15650098,2,1,1
151,15650237,2,1,0
9248,15650244,2,1,0
2371,15650258,1,1,0
8212,15650266,2,1,1
712,15650288,1,1,0
7157,15650313,1,1,1
8780,15650322,1,0,1
1170,15650351,1,1,1
1467,15650391,1,1,0
9782,15650424,1,1,1
5063,15650432,1,1,1
8381,15650437,2,1,1
3989,15650442,1,1,1
8654,15650454,2,1,1
6898,15650488,1,1,1
6562,15650538,1,1,0
3528,15650545,1,1,1
5327,15650575,2,1,1
7663,15650591,1,1,1
2560,15650670,2,1,0
8352,15650751,2,1,1
5545,15650864,2,1,0
1338,15650889,2,1,0
9640,15650924,2,1,1
1061,15650933,1,1,0
242,15651001,1,1,0
6890,15651020,2,0,0
173,15651022,1,1,0
1202,15651052,1,1,0
1567,15651063,2,1,0
5419,15651075,1,0,1
2871,15651093,2,0,1
5160,15651103,1,1,1
2488,15651140,1,1,0
6131,15651144,2,0,0
3804,15651264,1,0,0
5030,15651272,2,1,1
61,15651280,1,0,0
5553,15651315,2,1,0
9671,15651336,2,1,0
3329,15651352,1,1,0
1178,15651369,2,1,0
6692,15651389,1,0,1
5554,15651450,2,1,1
7237,15651460,1,1,1
1647,15651533,1,1,0
2121,15651554,1,1,1
7852,15651581,1,1,0
2173,15651585,1,1,1
6930,15651627,1,1,1
5684,15651664,1,1,0
567,15651674,1,0,0
1943,15651713,1,1,0
5772,15651737,1,0,1
6552,15651740,2,0,1
1591,15651802,2,1,0
3557,15651823,1,1,0
7122,15651868,1,0,0
6576,15651883,1,1,0
9479,15651900,1,1,0
3928,15651943,2,0,1
6784,15651955,2,0,1
9863,15651958,2,1,1
2974,15651983,1,1,1
7970,15652030,1,1,0
7504,15652048,2,1,1
6787,15652069,2,1,0
4964,15652084,1,1,1
7913,15652169,1,0,1
5289,15652180,2,1,1
3363,15652192,2,0,0
3777,15652218,1,1,0
291,15652266,1,0,1
7501,15652289,2,1,0
5787,15652320,2,0,0
3208,15652400,1,0,1
6580,15652401,2,0,0
5306,15652469,2,1,0
2572,15652527,1,0,1
2118,15652540,2,0,1
9173,15652615,1,1,1
3587,15652626,1,1,0
7215,15652658,2,1,1
7664,15652667,2,1,1
9259,15652674,1,1,1
1932,15652693,1,0,0
6773,15652700,2,1,1
7892,15652782,2,0,1
3946,15652789,2,1,1
2479,15652808,1,1,0
9408,15652835,1,0,1
427,15652883,2,1,0
5860,15652914,1,0,1
9512,15652948,1,1,0
1036,15652955,1,1,0
9799,15652981,1,1,1
9865,15652999,1,1,1
9937,15653037,1,0,1
9588,15653050,1,1,0
6146,15653065,2,1,0
9316,15653110,1,1,0
7277,15653147,1,1,1
3879,15653222,2,1,1
3532,15653251,1,0,0
790,15653253,1,1,1
7901,15653275,2,1,0
3857,15653306,1,0,0
3833,15653315,2,1,0
9045,15653347,1,0,0
6750,15653404,1,0,1
6709,15653448,2,1,1
6305,15653455,2,0,1
5964,15653521,1,1,1
522,15653547,1,1,1
9174,15653572,1,0,1
1525,15653595,2,0,1
576,15653620,2,1,1
2624,15653696,2,0,0
4049,15653715,2,1,1
3547,15653753,1,1,0
876,15653762,1,0,0
8868,15653773,1,1,1
4014,15653776,4,0,0
720,15653780,1,1,1
5513,15653784,1,0,1
529,15653849,1,1,0
267,15653857,2,1,1
4733,15653937,1,1,0
9041,15653952,1,1,1
3802,15653997,1,0,0
4310,15654000,1,1,0
5342,15654025,1,0,0
783,15654060,2,0,1
5222,15654067,2,1,0
5739,15654074,1,1,0
6144,15654096,2,1,0
2529,15654106,2,0,1
3596,15654156,1,1,1
6013,15654183,2,1,0
2868,15654211,1,0,1
9718,15654222,1,0,1
1224,15654229,2,0,1
3105,15654230,1,1,0
729,15654238,1,1,0
6235,15654274,2,1,0
3345,15654292,2,1,0
3296,15654296,1,1,0
5846,15654300,1,0,1
3653,15654341,1,1,0
3423,15654346,2,1,1
6113,15654372,2,1,0
4431,15654379,2,1,1
2337,15654390,1,1,0
4886,15654408,2,1,0
2446,15654409,1,1,1
3263,15654456,1,0,0
6870,15654457,3,1,1
2381,15654463,2,1,0
4657,15654489,1,1,1
2764,15654495,1,1,1
186,15654506,2,1,0
3421,15654519,2,1,1
6597,15654531,2,0,0
4167,15654562,4,1,0
2966,15654574,2,1,0
4344,15654577,1,1,0
3940,15654611,2,1,0
7177,15654625,2,1,1
1221,15654654,2,1,1
1021,15654673,1,1,0
899,15654700,1,1,0
3828,15654733,1,1,0
7643,15654760,1,1,1
9025,15654772,2,0,1
1659,15654851,1,0,1
7143,15654859,2,1,0
7946,15654870,2,1,1
6318,15654878,1,1,1
8640,15654891,2,1,1
2953,15654901,1,1,0
3691,15654959,1,1,1
6768,15654964,1,1,0
5525,15654975,2,0,1
157,15655007,2,0,0
8397,15655082,3,1,0
2978,15655123,3,1,0
9491,15655171,1,1,1
9238,15655175,2,1,0
2544,15655192,2,0,1
6602,15655213,1,1,1
6286,15655229,1,0,1
8109,15655232,2,1,1
2046,15655238,2,0,0
6651,15655252,1,1,1
1013,15655274,2,0,1
5127,15655298,2,0,1
9681,15655335,2,1,0
987,15655339,1,1,0
3800,15655341,1,1,0
9556,15655360,1,1,0
9182,15655368,1,0,0
6698,15655389,1,1,1
4746,15655410,1,1,0
5357,15655436,1,1,1
7095,15655464,1,0,1
1649,15655574,1,1,0
3913,15655590,2,0,0
5123,15655632,1,1,0
4553,15655648,2,1,0
7041,15655658,2,1,1
293,15655774,2,1,0
2747,15655794,2,1,1
7708,15655859,2,1,0
4822,15655875,2,1,0
9913,15655903,1,1,1
9954,15655952,2,1,1
914,15655961,1,1,0
7974,15656005,1,1,0
9367,15656009,1,1,0
4532,15656029,2,0,1
9977,15656062,1,1,0
5126,15656086,1,0,1
3470,15656096,1,1,1
6119,15656100,1,0,0
1136,15656121,2,0,0
8635,15656141,1,0,1
8,15656148,4,1,0
199,15656176,2,1,1
6966,15656188,2,1,1
8134,15656249,2,1,1
4894,15656263,2,1,0
8086,15656286,2,0,0
4666,15656293,2,1,0
30,15656300,2,1,1
9486,15656319,1,1,0
6541,15656322,1,1,0
8245,15656330,1,1,1
879,15656333,1,1,0
9265,15656351,2,1,1
7579,15656417,2,1,0
5156,15656426,2,0,0
4007,15656454,1,1,0
6307,15656471,2,1,1
5863,15656484,2,1,1
8909,15656522,1,1,0
8730,15656592,2,1,1
5586,15656597,2,1,1
4070,15656613,1,0,0
6372,15656627,2,1,1
4800,15656683,1,0,0
4048,15656707,1,1,1
9984,15656710,1,0,0
6492,15656717,2,0,0
1598,15656726,1,1,1
6173,15656822,4,1,1
9418,15656829,2,1,0
3867,15656840,1,1,1
5818,15656865,1,0,1
8771,15656901,2,1,1
2393,15656912,1,1,1
6282,15656921,2,0,0
9071,15656937,1,1,0
1461,15657085,1,1,1
9993,15657105,1,1,0
1989,15657107,1,1,0
2480,15657139,2,0,1
3112,15657163,2,1,0
2003,15657214,2,0,1
7510,15657228,2,0,1
552,15657284,1,1,1
9377,15657306,1,0,0
4496,15657317,1,1,0
4415,15657321,2,1,0
2394,15657342,1,1,0
9039,15657349,1,0,0
1621,15657386,2,0,1
5716,15657396,2,0,1
3331,15657439,2,1,1
4643,15657449,1,1,0
4887,15657468,1,1,0
