RowNumber,CustomerId,Tenure,CreditScore,Balance,EstimatedSalary
1852,15633640,4,799,161209.66,89081.41
1853,15573741,10,698,95010.92,105227.86
1854,15633574,4,730,167545.32,128246.81
1855,15711455,4,740,109044.6,94554.74
1856,15570601,9,785,122031.55,33823.5
1857,15690925,2,527,27755.97,97468.44
1858,15709338,1,544,118560.55,164137.36
1859,15780746,4,705,,191313.7
1860,15681956,9,684,,65257.57
1861,15778190,8,639,97840.72,178222.77
1862,15786852,2,565,158651.29,179445.28
1863,15726494,9,481,175303.06,65500.53
1864,15641183,8,731,96950.21,97877.92
1865,15805312,7,607,123859.6,113051.57
1866,15636572,7,760,,105969.05
1867,15632575,9,559,,122996.76
1868,15740164,3,715,85227.84,68087.15
1869,15574947,8,656,97786.08,21478.36
1870,15597909,7,652,128135.99,158437.73
1871,15782574,6,624,,76551.7
1872,15734999,2,634,85996.19,15887.68
1873,15706593,10,850,,33741.84
1874,15766686,1,659,104502.11,20652.69
1875,15590268,5,529,95772.97,112781.5
1876,15763055,5,572,98108.79,119996.95
1877,15664754,9,640,131607.28,6981.43
1878,15643630,9,770,63127.41,185211.28
1879,15641043,7,648,,78436.36
1880,15768095,9,579,,139048
1881,15811314,9,589,140355.56,136329.96
1882,15669922,2,530,,14721.8
1883,15707114,2,831,,3430.38
1884,15670602,7,790,107418.27,160450.21
1885,15713479,6,656,,1485.27
1886,15663830,6,563,,19720.08
1887,15566958,7,667,167557.12,41183.02
1888,15680918,8,613,117300.02,139410.08
1889,15663921,7,429,,163691.48
1890,15716324,9,665,143672.9,115147.33
1891,15796969,4,731,,74945.11
1892,15574783,1,584,,180363.56
1893,15773487,8,634,76798.92,196021.73
1894,15802486,3,488,,125979.36
1895,15783398,7,535,115309.75,111421.77
1896,15649418,7,776,178171.04,115818.51
1897,15604588,3,850,,179360.76
1898,15735428,0,673,,82351.06
1899,15629078,5,850,127258.79,192744.23
1900,15806880,6,627,,113408.47
1901,15754999,8,570,,124641.42
1902,15781034,5,796,,54871.02
1903,15622017,10,773,,98820.09
1904,15705885,2,752,,45570.84
1905,15677382,1,625,107569.96,182336.45
1906,15566843,9,535,134874.4,118825.56
1907,15608387,4,786,,103372.79
1908,15810786,3,620,,43486.73
1909,15626983,6,605,,40062.99
1910,15773605,3,670,,46175.7
1911,15811261,0,617,70105.87,120830.73
1912,15590606,9,595,,5967.09
1913,15576644,4,687,78939.15,122134.56
1914,15750264,6,757,105128.85,62972.13
1915,15741554,2,746,113836.27,174815.54
1916,15769051,7,503,,192841.13
1917,15812198,1,543,100900.5,33310.72
1918,15699772,3,428,129248.11,72876.43
1919,15744105,3,768,109118.05,50911.41
1920,15739858,7,618,,142400.27
1921,15723720,7,591,,48778.46
1922,15638355,5,658,126397.66,156361.58
1923,15805637,9,625,108546.16,133807.77
1924,15629575,2,717,148061.89,179128.69
1925,15586243,8,667,122277.87,91810.71
1926,15757931,3,804,,173195.33
1927,15716023,1,693,,182270.88
1928,15647782,8,729,152899.24,177130.33
1929,15716609,3,484,134388.11,49954.79
1930,15623791,3,632,109740.62,141896.74
1931,15627262,6,536,92366.72,120661.71
1932,15652693,4,573,129109.02,149814.68
1933,15586993,5,655,,41782.7
1934,15815560,7,666,105102.5,46172.47
1935,15584930,5,726,111375.32,2704.09
1936,15799031,3,523,,6726.53
1937,15810457,9,728,150412.14,170764.08
1938,15697879,3,701,156660.72,45742.42
1939,15594902,3,518,90957.81,162304.59
1940,15799710,7,739,104960.46,80883.82
1941,15659651,7,531,117052.82,118508.09
1942,15645956,3,452,88915.85,69697.74
1943,15651713,6,684,148071.39,183575.01
1944,15737265,6,728,152182.83,161203.6
1945,15687310,9,783,,143752.77
1946,15607347,5,734,130056.23,121894.31
1947,15698321,3,648,95039.73,147055.87
1948,15657812,1,688,,172033.57
1949,15569187,9,680,,143774.06
1950,15681562,2,516,112773.73,139366.58
1951,15615456,10,680,123806.28,81776.84
1952,15589793,8,604,144453.75,190998.96
1953,15781884,9,624,94667.29,4470.52
1954,15675190,10,623,,135851.3
1955,15600734,5,624,174397.21,172372.63
1956,15779176,3,565,108888.24,135875.51
1957,15605286,4,565,118803.35,128124.7
1958,15674922,6,710,171137.62,167023.95
1959,15737506,6,645,,149807.01
1960,15780514,8,707,136678.52,54290.62
1961,15623647,1,655,135515.76,86013.96
1962,15668472,5,705,177799.83,79886.06
1963,15692416,8,358,143542.36,141959.11
1964,15771139,8,578,147487.23,66680.77
1965,15738318,5,800,97764.41,98640.15
1966,15772243,9,612,,142797.5
1967,15638463,8,681,139480.18,163581.67
1968,15598088,5,559,,163221.22
1969,15693468,9,488,140553.46,12440.44
1970,15671930,5,717,,145551.6
1971,15762268,10,666,141162.08,50908.48
1972,15780954,4,582,65848.36,30149.21
1973,15700174,0,733,83319.28,57769.2
1974,15635728,4,693,,156381.47
1975,15679283,4,694,129731.64,178123.86
1976,15591386,5,622,,51112.8
1977,15694192,6,598,,173783.38
1978,15585901,1,717,,174770.14
1979,15792329,5,494,107106.33,172063.09
1980,15635597,8,644,,155294.17
1981,15775880,9,554,,40320.3
1982,15630913,1,476,105303.73,134260.34
1983,15756680,6,667,165798.1,147090.9
1984,15587913,4,748,,132368.47
1985,15737605,1,531,126495.57,164741.5
1986,15627876,9,719,116393.59,63051.32
1987,15772601,2,845,81733.74,199761.29
1988,15758606,4,738,,55725.04
1989,15657107,8,563,106171.68,163145.5
1990,15622454,0,695,96020.86,57992.49
1991,15775803,1,841,,193093.77
1992,15570859,2,626,181671.16,57531.14
1993,15748381,6,613,185709.28,77242.19
1994,15787189,8,824,134250.17,153046.16
1995,15666055,7,705,,63405.2
1996,15617648,5,584,95671.75,106564.88
1997,15755678,2,534,,42763.12
1998,15624781,1,672,142151.75,168753.34
1999,15779497,5,603,127823.93,19483.35
2000,15567399,3,633,144164.29,158646.46
2001,15613656,1,842,63492.94,83172.19
2002,15734311,3,661,,76889.79
2003,15657214,2,601,,51554.58
2004,15799350,0,632,106134.46,105570.39
2005,15729970,8,684,127269.75,79495.01
2006,15725835,3,785,124493.03,52583.79
2007,15745543,7,687,,26848.25
2008,15727384,10,705,146547.78,10072.55
2009,15666916,6,639,99610.92,187296.78
2010,15732917,5,729,117837.43,104016.61
2011,15612050,8,556,168522.37,151310.16
2012,15726267,9,570,117337.54,62810.91
2013,15780124,9,841,108131.53,60830.38
2014,15742238,4,705,136496.12,116672.02
2015,15679024,3,553,116324.53,77304.49
2016,15715297,2,779,75470.23,52894.01
2017,15633612,4,696,172646.82,116471.43
2018,15602929,4,728,,4539.38
2019,15696703,3,691,160358.68,142367.72
2020,15756668,3,706,98415.37,110520.48
2021,15565779,6,627,57809.32,188258.49
2022,15795519,3,716,128743.8,197322.13
2023,15761477,4,501,130806.42,80241.14
2024,15731890,1,601,123971.16,172814.99
2025,15633043,6,545,,38410.74
2026,15752953,9,634,,17622.82
2027,15603088,9,451,,48021.71
2028,15606613,7,655,,88958.49
2029,15635939,9,458,,116343.09
2030,15666043,4,520,156297.58,166102.61
2031,15746190,2,624,,104353.26
2032,15591357,3,765,123372.3,115429.32
2033,15658716,5,667,92171.35,178106.34
2034,15679909,8,665,,132152.32
2035,15634262,4,709,148375.19,21521.38
2036,15799825,8,583,,27431.62
2037,15756875,6,782,147422.44,42143.61
2038,15678146,7,668,173962.32,106457.11
2039,15710743,0,621,,133831.37
2040,15595831,6,579,145215.43,164083.72
2041,15626684,5,547,167539.97,159207.34
2042,15709846,1,840,94968.97,84487.62
2043,15635459,3,667,106116.5,3674.71
2044,15642544,5,723,,12092.03
2045,15566494,2,487,,77475.73
2046,15655238,9,668,,41291.73
2047,15733429,8,520,120018.86,343.38
2048,15814536,2,549,112541.54,47432.43
2049,15771702,5,567,166118.45,127827.18
2050,15723008,1,720,102882.4,35633.15
2051,15797160,8,492,,182865.09
2052,15792222,1,712,106881.5,169386.81
2053,15644765,4,689,120727.97,149073.88
2054,15610686,8,850,169832.57,184107.26
2055,15730868,5,747,,22750.17
2056,15705991,9,469,113599.42,11950.29
2057,15577078,6,539,,152880.07
2058,15679550,9,743,,175252.78
2059,15787655,3,707,,174303.29
2060,15668081,4,581,,80701.72
2061,15747980,6,737,146282.79,198516.2
2062,15710295,6,445,119413.62,175756.36
2063,15724443,3,703,122084.63,82824.08
2064,15571305,1,588,103060.63,179866.01
2065,15569503,6,765,,159899.97
2066,15581840,8,626,,138504.28
2067,15772262,9,545,110483.86,127394.67
2068,15767794,9,744,120718.28,58961.49
2069,15629338,2,658,36566.96,103644.98
2070,15790379,8,629,108601,119647.7
2071,15750684,4,719,,28465.86
2072,15697214,5,686,,152979.14
2073,15711015,4,743,,190911.02
2074,15573309,2,626,,95794.98
2075,15805303,1,661,141136.62,189742.78
2076,15741385,9,710,108231.37,188574.08
2077,15780254,6,654,,183872.88
2078,15744843,6,569,144855.34,196555.32
2079,15815626,2,640,68432.45,112503.24
2080,15784736,6,562,136855.24,46864
2081,15813412,3,721,44020.89,65864.4
2082,15809143,9,456,133060.63,125167.92
2083,15617617,7,811,,177519.39
2084,15779738,1,534,,169653.32
2085,15668669,5,423,97665.61,118372.55
2086,15687477,5,594,185013.02,16481.12
2087,15578908,0,725,,138525.19
2088,15687658,7,716,65971.61,14608
2089,15615020,9,595,150463.11,81548.38
2090,15608886,1,679,,69608.48
2091,15602551,9,667,,68873.8
2092,15672945,5,661,136425.18,81102.81
2093,15757408,3,655,250898.09,81054
2094,15806132,4,555,146798.81,74149.77
2095,15813022,1,531,,99503.19
2096,15673578,7,611,128486.91,10109.47
2097,15757916,9,600,,58855.85
2098,15689168,1,531,143407.29,84402.46
2099,15769216,2,601,,49713.87
2100,15593295,6,548,76165.65,133537.53
2101,15804814,4,759,,124615.59
2102,15778934,8,678,,98090.69
2103,15802351,6,755,90560.3,42607.69
2104,15630241,3,594,62391.22,192434.11
2105,15719561,5,768,,60686.4
2106,15615096,7,492,,49463.44
2107,15659931,1,637,123378.2,81431.99
2108,15714586,3,646,99836.47,22909.56
2109,15634949,5,593,161434.36,65532.17
2110,15589224,5,596,,141053.85
2111,15795990,10,722,138311.76,3472.63
2112,15603216,7,642,,102083.78
2113,15631201,4,472,,1801.77
2114,15686255,6,738,101744.84,85185.44
2115,15746594,8,732,,119882.7
2116,15718893,4,404,125456.07,83715.66
2117,15671609,7,701,,23425.78
2118,15652540,2,683,,77326.78
2119,15774857,7,460,,156150.08
2120,15791836,5,690,,108577.97
2121,15651554,4,618,118449.21,133573.29
2122,15583576,2,671,,102057.86
2123,15732740,9,765,178095.55,47247.56
2124,15723320,2,651,109175.14,114566.47
2125,15603851,7,704,127785.17,184464.7
2126,15777923,6,544,,151401.33
2127,15735719,9,790,,70607.1
2128,15703482,9,710,134260.36,147074.67
2129,15605835,8,743,69143.91,105780.18
2130,15664881,4,702,100054.77,109496.45
2131,15757568,6,704,,137739.45
2132,15792660,2,614,116248.88,105140.92
2133,15599722,6,609,86053.52,113276.46
2134,15726354,6,688,123157.95,172531.23
2135,15610355,1,713,63438.91,64375.4
2136,15704284,9,736,95295.39,28434.44
2137,15621893,4,727,133550.67,46941.41
2138,15588219,1,850,106871.81,29333.01
2139,15688619,3,718,105266.32,193724.51
2140,15765518,2,643,105229.53,34967.75
2141,15616931,8,653,102768.42,55663.85
2142,15758372,7,674,,55753.12
2143,15782591,6,690,112689.95,176962.31
2144,15612109,9,819,122334.26,181507.44
2145,15613712,1,634,,61995.57
2146,15639322,4,633,137847.41,98349.13
2147,15594349,5,850,122486.47,59748.19
2148,15574167,2,665,101286.11,159840.51
2149,15811842,7,630,,6656.64
2150,15648794,4,836,101247.06,37141.62
2151,15771211,10,668,86977.96,37094.75
2152,15588614,7,753,,159475.08
2153,15630698,9,745,110123.59,51548.14
2154,15694200,8,693,178111.82,58719.63
2155,15721426,10,606,126306.64,7861.68
2156,15725997,6,660,100768.77,19199.61
2157,15762138,5,608,,178504.29
2158,15750649,3,744,,189016.14
2159,15685706,7,731,118991.79,156048.64
2160,15641835,3,683,140997.26,52876.41
2161,15586821,5,727,,19653.08
2162,15569678,6,561,166824.59,139451.98
2163,15793842,2,700,76322.69,128136.29
2164,15667554,6,605,,45206.57
2165,15794479,8,767,149083.7,190146.83
2166,15585041,7,511,,158313.87
2167,15780650,9,667,,96670.2
2168,15780846,1,787,126588.81,62163.53
2169,15805260,2,705,143249.67,88428.41
2170,15621629,8,773,81844.91,35908.46
2171,15662151,4,554,,168780.04
2172,15747174,9,526,190298.89,191263.76
2173,15651585,2,661,117212.18,83052.03
2174,15649738,0,698,,125962.02
2175,15633108,4,646,139848.17,164696.27
2176,15769254,9,757,101861.36,187011.96
2177,15704746,2,699,167455.66,55324.49
2178,15637644,4,667,,34335.55
2179,15609562,1,774,116360.07,17004.14
2180,15787459,3,745,88466.82,116331.42
2181,15762902,7,649,,22974.01
2182,15738605,5,634,123642.36,49725.16
2183,15724889,9,665,,87412.74
2184,15730735,9,713,72286.84,26136.89
2185,15689147,1,652,,126554.96
2186,15730397,1,739,109681.61,193321.3
2187,15762169,9,556,145018.64,90928.02
2188,15589320,8,699,,76510.46
2189,15799211,8,708,187487.63,120115.5
2190,15798310,2,480,165692.91,197984.58
2191,15609998,5,700,137648.41,142977.05
2192,15583548,6,525,118560,82522.61
2193,15761763,8,845,164385.53,150664.97
2194,15764409,9,613,108286.5,114153.44
2195,15710161,2,850,,171706.66
2196,15735246,9,798,,119071.56
2197,15791700,2,773,118079.47,143007.49
2198,15670753,2,614,127283.78,31302.35
2199,15573876,8,473,,71139.8
2200,15770174,6,762,141389.06,54122.89
2201,15641114,8,701,130091.5,120031.29
2202,15682435,4,600,143744.77,104076.51
2203,15751788,9,850,97408.03,175853.64
2204,15672598,9,613,111927.45,175795.87
2205,15762803,3,509,,15360.91
2206,15812982,2,509,,168460.12
2207,15597901,1,609,,181177.9
2208,15731507,1,456,188285.68,58363.94
2209,15809826,2,728,109705.52,20276.87
2210,15764237,9,663,,91514.62
2211,15769917,1,673,127122.79,76703.1
2212,15641850,0,717,98241.04,110887.14
2213,15770974,8,741,170840.08,109843.16
2214,15803749,4,498,87541.06,12577.21
2215,15684999,4,850,62610.96,179365.1
2216,15770225,9,493,,65816.53
2217,15627484,5,686,113328.93,124170.9
2218,15610337,2,666,104832.49,175015.12
2219,15752488,9,733,102289.85,115441.66
2220,15610056,6,631,125227.82,128247.03
2221,15806049,5,714,140510.89,141914.94
2222,15736069,6,767,132253.22,115566.57
2223,15763662,2,711,39043.29,175423.69
2224,15615575,8,722,,133447.49
2225,15691723,9,631,99685.06,114474.98
2226,15774098,3,701,125385.49,52044.66
2227,15750808,2,790,131365.37,180290.68
2228,15744368,6,633,98308.51,132034.13
2229,15610594,8,644,,20968.88
2230,15756125,5,757,140856.16,158735.1
2231,15623277,8,696,,196134.44
2232,15795954,2,746,172274.01,22374.97
2233,15671969,8,649,,161668.15
2234,15791268,0,565,122447.76,67339.34
2235,15713655,10,720,,56229.72
2236,15633930,6,648,157559.59,140991.23
2237,15712849,3,632,126550.7,177644.52
2238,15639077,2,622,158584.82,142342.55
2239,15808784,2,835,163569.61,154559.28
2240,15648577,3,493,,176570.28
2241,15670345,6,785,127211.45,191961.83
2242,15633112,3,681,118199.97,9452.88
2243,15714397,2,621,101014.08,165257.31
2244,15780038,6,756,119208.85,169763.89
2245,15756305,6,515,,160663.11
2246,15578799,10,625,53772.73,192072.1
2247,15800326,6,717,,93275.61
2248,15785485,2,595,138878.81,112269.67
2249,15783958,1,539,130922.81,2186.83
2250,15727546,9,762,,43075.7
2251,15739576,8,706,,12368.11
2252,15631333,8,677,130866.19,42410.21
2253,15604782,7,733,187257.94,190430.81
2254,15589643,7,684,,138394.37
2255,15585533,6,679,147733.64,172501.38
2256,15681506,1,478,,197916.43
2257,15630551,2,696,163139.27,7035.36
2258,15698349,4,686,,159676.55
2259,15776631,5,466,119540.15,80603.99
2260,15762216,4,686,129553.76,187599.8
2261,15623927,9,576,,94450.97
2262,15681402,1,763,66101.89,143981.27
2263,15586264,2,572,140431.98,26450.57
2264,15594685,2,757,,164482.92
2265,15812945,0,582,,84012.81
2266,15734628,5,623,,101192.08
2267,15629323,4,617,116471.43,175324.74
2268,15666823,4,425,,197226.32
2269,15777553,9,659,123785.24,99504.03
2270,15613097,4,605,,83700.66
2271,15622217,8,538,88758.95,28226.15
2272,15703588,5,665,153611.83,35321.65
2273,15570835,4,491,112044.72,41229.73
2274,15679299,7,726,123826.07,78970.58
2275,15808044,9,580,106804.26,107890.69
2276,15579208,6,550,,191870.28
2277,15684951,2,542,68892.77,7905.06
2278,15667620,6,732,,65731.53
2279,15582960,5,473,125827.43,145698.73
2280,15590730,9,745,,50046.25
2281,15763747,7,732,,60830.24
2282,15778320,5,848,148495.64,158853.98
2283,15642787,1,572,133043.66,111243.09
2284,15624633,9,702,74989.58,171014.69
2285,15766765,7,664,60263.23,170835.32
2286,15783615,3,630,129370.91,47775.34
2287,15640161,5,618,157955.83,139297.71
2288,15619889,4,556,,195167.38
2289,15579166,7,619,70729.17,160948.87
2290,15789097,8,644,,44965.54
2291,15674880,2,658,,52137.73
2292,15778157,8,598,90721.52,109296.18
2293,15779064,2,677,,20092.89
2294,15801265,0,689,57784.22,197804
2295,15589204,9,591,131765.72,118782.06
2296,15664543,7,699,,152876.13
2297,15582714,9,749,110022.74,135655.29
2298,15797595,9,709,131569.63,103970.58
2299,15614034,2,607,164523.5,35786.76
2300,15763171,2,650,114330.95,25325.07
2301,15647266,10,651,135923.16,18732.84
2302,15757577,8,676,,118522.73
2303,15736656,4,723,,89972.25
2304,15635078,0,714,124693.48,187194.15
2305,15680141,7,759,147936.42,106785.7
2306,15576945,0,582,,142516.35
2307,15602034,2,697,126558.92,73334.43
2308,15732020,6,610,106938.11,186612.47
2309,15611029,4,488,140002.35,123613.81
2310,15621210,9,599,123444.72,31368.08
2311,15569222,6,781,147107.91,40066.95
2312,15664639,9,645,128514.84,175969.19
2313,15724223,5,545,,10034.77
2314,15644621,9,597,106756.01,151167.94
2315,15756056,3,561,,191387.76
2316,15700353,6,662,,51229.17
2317,15624388,5,649,155393.32,87351.42
2318,15627212,2,630,110414.48,48984.95
2319,15648005,2,672,,182738
2320,15681446,9,636,157098.52,153535.27
2321,15775888,5,593,85626.6,125079.65
2322,15749019,6,545,93796.42,162321.26
2323,15709928,1,567,,3414.72
2324,15784676,6,583,125268.03,165082.25
2325,15748116,2,681,148143.84,52021.39
2326,15612193,10,762,115545.33,148256.43
2327,15762984,7,648,,122899.01
2328,15613713,5,644,44928.88,10771.46
2329,15664204,2,706,,18255.51
2330,15639415,3,850,162442.35,183566.78
2331,15806332,5,484,,175224.12
2332,15614929,0,508,96213.82,147913.56
2333,15695492,6,439,156569.43,180598.66
2334,15635972,8,484,,186136.48
2335,15616380,1,803,,7455.2
2336,15581440,6,724,110463.25,80552.11
2337,15654390,7,640,154575.76,25722.28
2338,15660688,9,701,,170996.86
2339,15806307,3,537,,20603.32
2340,15647975,5,651,147037.32,141763.26
2341,15595728,0,523,119276.31,122284.38
2342,15735388,7,717,108664.85,190011.85
2343,15788535,5,593,,128046.98
2344,15765902,5,706,163034.82,135662.17
2345,15642345,4,714,93059.34,7571.51
2346,15641250,9,794,179581.31,23596.24
2347,15706163,4,518,113625.93,92727.42
2348,15746708,7,589,119961.48,65156.83
2349,15775203,3,824,129209.48,60151.77
2350,15787907,5,719,137227.04,149097.38
2351,15646764,3,617,119024.75,35199.24
2352,15678284,7,651,74623.5,129451.29
2353,15726791,2,637,157929.45,145134.49
2354,15813144,7,554,92606.86,192709.69
2355,15669342,2,731,127862.93,139083.7
2356,15710366,1,569,,83629.6
2357,15614934,4,625,142711.81,35625.41
2358,15588701,4,592,,35338.96
2359,15665438,1,669,163159.85,15602.8
2360,15644896,3,663,108586.86,182355.21
2361,15670205,5,518,110624.99,89327.67
2362,15635776,5,686,154846.24,151903.6
2363,15791053,4,709,122917.71,11.58
2364,15644005,9,571,,77519.62
2365,15796343,2,707,82787.93,91423.69
2366,15751057,5,701,102500.34,106287.77
2367,15623430,9,672,,161800.77
2368,15682600,9,620,159492.79,80582.34
2369,15769312,10,557,,185094.48
2370,15708212,7,648,118241.02,172586.89
2371,15650258,2,479,113090.4,195649.79
2372,15604345,9,730,65763.57,145792.01
2373,15578297,1,737,125537.38,138510.01
2374,15671789,3,616,94263.91,168895.06
2375,15726186,4,639,133434.57,97983.44
2376,15764618,6,815,,85167.88
2377,15730738,9,786,,18210.36
2378,15637650,9,549,94748.76,13608.18
2379,15606267,4,622,98640.74,110457.99
2380,15625904,9,624,74681.9,31231.35
2381,15654463,4,841,,141582.66
2382,15774151,7,614,179915.85,14666.35
2383,15693259,1,676,128207.23,55400.17
2384,15642468,9,697,132739.26,174667.65
2385,15758531,10,732,,154189.08
2386,15728352,4,623,120509.81,142170.44
2387,15637240,4,541,124547.13,94499.06
2388,15595588,4,773,,182081.45
2389,15778395,4,762,88815.56,68562.26
2390,15711825,1,655,82231.51,88798.02
2391,15599251,7,602,184715.86,113781.99
2392,15570004,3,850,,121866.87
2393,15656912,4,649,,150390.57
2394,15657342,4,850,147972.19,60708.72
2395,15716284,9,543,,78858.07
2396,15672374,8,672,170008.84,56407.42
2397,15732476,3,600,,125698.97
2398,15747724,10,671,,23235.38
2399,15633877,8,706,95386.82,75732.25
2400,15672516,7,541,90373.28,179861.79
2401,15607827,4,711,133467.77,42976.64
2402,15751336,3,630,,10486.69
2403,15646539,3,531,96288.26,56794.73
2404,15756901,4,641,91547.84,28157.34
2405,15809286,8,631,138292.64,152422.91
2406,15759021,9,685,,167033.83
2407,15725039,8,702,71667.74,126082.18
2408,15579130,0,708,118994.84,181499.77
2409,15754112,7,653,,41967.03
2410,15735522,2,654,145610.07,186300.59
2411,15613326,1,596,138162.81,85412.54
2412,15739502,9,549,135020.21,23343.18
2413,15670914,2,754,,180698.32
2414,15604073,8,815,135161.67,136071.05
2415,15806027,9,556,,175149.2
2416,15574886,6,706,94486.47,146949.74
2417,15707120,9,850,117640.39,88920.68
2418,15800845,8,732,111379.55,45098.62
2419,15603914,6,614,,20339.79
2420,15722765,0,580,136820.99,108528.74
2421,15783305,7,593,98752.51,145560.38
2422,15574842,2,653,158266.42,199357.24
2423,15607837,4,746,105599.67,43106.17
2424,15714877,10,662,,137508.31
2425,15782941,2,573,,91957.39
2426,15630167,4,684,139723.9,120612.11
2427,15759038,3,793,141806.46,102921.17
2428,15661821,5,798,132571.67,31686.33
2429,15728006,2,524,180516.9,180002.42
2430,15712176,8,816,,28407.4
2431,15689351,4,742,92805.72,73743.95
2432,15782247,4,540,,186233.26
2433,15769064,3,537,135309.36,31728.86
2434,15718153,6,759,128917.84,48244.64
2435,15613189,2,774,56580.93,113266.28
2436,15661734,8,608,131390.75,71178.09
2437,15592645,4,704,,25684.93
2438,15768387,8,581,,29737.14
2439,15792525,1,628,97361.66,149922.38
2440,15586976,6,566,,180702.12
2441,15790659,7,701,,27597.59
2442,15691446,10,735,,95025.27
2443,15772632,1,680,,167035.07
2444,15706587,0,560,,116781.71
2445,15572461,4,663,102714.65,21170.81
2446,15654409,5,665,67816.72,29641.58
2447,15568025,8,758,81710.46,116520.07
2448,15715769,2,621,75237.54,44220.4
2449,15667458,10,764,124023.18,166188.28
2450,15567980,5,537,100727.5,140857.76
2451,15679294,10,589,107238.85,37024.28
2452,15606507,5,555,,27513.47
2453,15578825,0,734,139994.66,17744.72
2454,15619935,9,783,126224.87,4423.63
2455,15636089,1,678,145751.03,109718.44
2456,15727490,5,661,,107243.31
2457,15591766,4,607,121166.89,115288.24
2458,15641629,1,537,,41233.97
2459,15813303,10,513,,52952.24
2460,15756920,9,576,70655.48,78955.8
2461,15726403,1,660,129901.21,26025.6
2462,15592765,8,637,125470.81,174536.17
2463,15704442,9,672,169406.33,147311.47
2464,15641136,2,629,,77965.44
2465,15725818,4,583,107041.3,5635.63
2466,15612071,10,763,95153.77,81310.1
2467,15719809,3,516,145166.09,111421.45
2468,15716518,4,617,,190269.21
2469,15742210,9,700,65962.63,100950.48
2470,15630617,6,727,140418.81,113033.73
2471,15720838,3,689,139799.63,120663.57
2472,15595537,9,626,171787.84,187192.23
2473,15623196,6,686,149238.97,97825.23
2474,15679249,4,351,163146.46,169621.69
2475,15693199,8,739,,191557.1
2476,15661219,10,627,,103287.62
2477,15617136,9,451,61482.47,167538.66
2478,15760294,8,512,145150.28,64869.32
2479,15652808,5,774,126670.37,102426.06
2480,15657139,8,652,84390.8,107876.2
2481,15803790,2,638,89728.86,37294.88
2482,15764105,1,475,,89248.99
2483,15672610,4,567,118628.8,91973.63
2484,15766896,3,750,,16870.2
2485,15587735,6,850,96863.13,121681.19
2486,15659501,6,753,142263.45,33730.43
2487,15745001,7,683,,104786.59
2488,15651140,3,710,,94790.34
2489,15571148,1,645,,28726.07
2490,15776824,6,714,122724.37,67057.27
2491,15633141,4,696,174902.26,69079.85
2492,15764174,4,612,,179780.74
2493,15778155,3,520,108914.17,183572.39
2494,15715920,10,782,98052.66,142587.32
2495,15671917,5,666,123873.19,177844.06
2496,15666548,2,466,111920.13,197634.11
2497,15625623,4,567,,121053.19
2498,15748123,3,613,,149613.77
2499,15648735,8,718,,142.81
2500,15634974,8,614,75150.34,131766.67
2501,15713378,10,711,,53311.78
2502,15753370,5,691,114753.76,107665.02
2503,15782659,0,527,,109523.88
2504,15583364,6,476,111871.93,112132.86
2505,15625942,0,619,,113645.4
2506,15720284,4,607,135927.06,180890.4
2507,15679642,8,695,,70974.13
2508,15628007,1,653,,53379.52
2509,15661974,2,677,57037.74,158531.01
2510,15689341,10,655,,179267.94
2511,15607993,2,625,79468.96,84606.03
2512,15693267,7,679,121063.85,56984.58
2513,15769522,1,734,118537.47,116912.45
2514,15755825,10,666,,102999.33
2515,15598175,4,592,105082.07,132801.57
2516,15744327,4,564,,85455.62
2517,15798666,6,814,,98657.01
2518,15577064,2,592,104702.65,107948.72
2519,15759436,2,758,95813.76,67944.09
2520,15690231,0,612,167026.61,192892.05
2521,15751561,7,498,102453.26,187247.56
2522,15739068,4,638,148045.45,114722.42
2523,15758056,1,558,,111687.57
2524,15742269,1,756,,184182.25
2525,15726490,4,782,,52759.82
2526,15738411,10,505,104498.79,126451.14
2527,15727919,6,671,,12048.67
2528,15709396,6,801,,95804.33
2529,15654106,8,604,149542.52,197911.52
2530,15621653,10,716,87946.39,182531.74
2531,15598086,3,624,68639.57,168002.31
2532,15752300,4,607,148826.32,79450.61
2533,15658693,2,827,,60615.83
2534,15631838,5,606,108166.09,8643.21
2535,15803804,5,717,103214.71,172172.7
2536,15578809,1,651,134760.21,174434.06
2537,15752026,3,691,,194930.3
2538,15723706,0,573,90124.64,137476.71
2539,15752838,6,723,,94415.6
2540,15569571,6,584,87361.02,120376.87
2541,15769703,8,550,111257.59,97623.42
2542,15679770,3,611,131583.59,66238.23
2543,15791102,9,549,95020.8,131710.59
2544,15655192,1,850,,69052.87
2545,15709487,5,668,80242.37,56780.97
2546,15687130,0,686,,170072.9
2547,15755178,1,660,,191849.15
2548,15634772,0,682,122661.39,84803.76
2549,15617197,4,524,,31840.59
2550,15631240,8,645,,12096.61
2551,15784301,0,850,,44165.84
2552,15631310,3,537,,91406.62
2553,15756560,7,599,81742.84,83282.21
2554,15732270,8,727,,198446.91
2555,15739357,2,756,145127.85,7554.68
2556,15771540,9,755,148912.44,80416.16
2557,15567486,4,634,,164549.74
2558,15714634,4,837,89900.24,175477.03
2559,15727021,8,727,119027.28,137903.54
2560,15650670,2,567,105222.86,93795.86
2561,15711834,6,650,,67997.13
2562,15729763,1,655,116114.93,49492.15
2563,15646566,9,763,187911.55,35825.18
2564,15645463,5,843,,67494.23
2565,15672144,6,667,144432.04,73963.17
